"location_iso3","year","age","sex_id","vaccine","observed_coverage","disease","impact_factor","target_fvps","target_deaths_averted","old_pop","new_pop","target_coverage","observed_fvps","observed_deaths_averted","location_name","region","income_group"
"BLZ",2020,0,3,"DTP3",0.79,"T",0.000305347498164884,7132.44,2.17787270981115,7877,7278,0.98,5749.62,1.75563208239878,"Belize","PAHO","Upper middle income"
"BLZ",2020,0,3,"HepB",0.79,"HepB",0.000424105375189544,6986.88,2.96317336380432,7877,7278,0.96,5749.62,2.43844474729731,"Belize","PAHO","Upper middle income"
"BLZ",2020,0,3,"HepB_BD",0.67,"HepB",0.00034173301185328,4296.9312,1.46840324070233,7877,7278,0.5904,4876.26,1.66637901637968,"Belize","PAHO","Upper middle income"
"BLZ",2020,0,3,"Hib3",0.79,"Hib",0.000597966213309176,6986.88,4.17791817644562,7877,7278,0.96,5749.62,3.4380784993667,"Belize","PAHO","Upper middle income"
"BLZ",2020,0,3,"MCV1",0.82,"Measles",0.0118233121409527,7059.66,83.4685637889981,7877,7278,0.97,5967.96,70.5610539247201,"Belize","PAHO","Upper middle income"
"BLZ",2020,0,3,"Rubella",0.82,"Rubella",0.000259597269896028,7059.66,1.83266846239419,7877,7278,0.97,5967.96,1.5492661228487,"Belize","PAHO","Upper middle income"
"BLZ",2020,2,3,"MCV2",0.87,"Measles",0.000976885042915767,7157.136,6.99169910851398,7908,7840,0.9129,6820.8,6.66313750071986,"Belize","PAHO","Upper middle income"
"BLZ",2020,11,3,"HPV",0.11,"HPV",0.0147151105271558,1269.22991509684,18.6768584850226,7538,3701,0.342942425046431,407.11,5.9906686467104,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"BCG",0.84,"TB",0.000316221952854639,6648.1,2.10227516477293,7925,6998,0.95,5878.32,1.85885382990448,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"DTP3",0.83,"D",9.34737756490189e-05,6858.04,0.641046892351998,7925,6998,0.98,5808.34,0.542927470053222,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"DTP3",0.83,"P",0.0022709286283755,6858.04,15.5741193705443,7925,6998,0.98,5808.34,13.1903255893386,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"DTP3",0.83,"T",0.000305347498164884,6858.04,2.0940853563147,7925,6998,0.98,5808.34,1.77356208749102,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"HepB",0.83,"HepB",0.000424105375189544,6718.08,2.84917383895337,7925,6998,0.96,5808.34,2.46334821492844,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"HepB_BD",0.77,"HepB",0.00034173301185328,4131.6192,1.41191067304684,7925,6998,0.5904,5388.46,1.84141466505093,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"Hib3",0.83,"Hib",0.000597966213309176,6718.08,4.01718485830811,7925,6998,0.96,5808.34,3.47319107541222,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"MCV1",0.79,"Measles",0.0118233121409527,6788.06,80.2573522115154,7925,6998,0.97,5528.42,65.3642353062857,"Belize","PAHO","Upper middle income"
"BLZ",2021,0,3,"Rubella",0.79,"Rubella",0.000259597269896028,6788.06,1.76216184389043,7925,6998,0.97,5528.42,1.4351627388386,"Belize","PAHO","Upper middle income"
"BLZ",2021,2,3,"MCV2",0.77,"Measles",0.000976885042915767,7253.9034,7.08622973421583,7915,7946,0.9129,6118.42,5.97699298427669,"Belize","PAHO","Upper middle income"
"BLZ",2021,11,3,"HPV",0.04,"HPV",0.0147151105271558,1261.36597030614,18.5611396682479,7611,3668,0.343883852319012,146.72,2.1590010165443,"Belize","PAHO","Upper middle income"
"BOL",2019,0,3,"BCG",0.8,"TB",0.00133181048771785,204897.6,272.884772588217,237195,256122,0.8,204897.6,272.884772588217,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"DTP3",0.75,"D",0.000104638613533165,192091.5,20.100188231506,237195,256122,0.75,192091.5,20.100188231506,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"DTP3",0.75,"P",0.0057115519269639,192091.5,1097.14057697839,237195,256122,0.75,192091.5,1097.14057697839,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"DTP3",0.75,"T",0.000385107966736809,192091.5,73.9759669924237,237195,256122,0.75,192091.5,73.9759669924237,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"HepB",0.75,"HepB",0.00137994328929564,214220.4408,295.612059711914,237195,256122,0.8364,192091.5,265.075376355733,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"Hib3",0.75,"Hib",0.00257882539905179,214220.4408,552.43711373111,237195,256122,0.8364,192091.5,495.370439141957,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"MCV1",0.79,"Measles",0.00913049787670737,228614.4972,2087.36418126912,237195,256122,0.8926,202336.38,1847.43188797066,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"PCV3",0.75,"PCV",0.00284110936710519,217498.8024,617.937884832801,237195,256122,0.8492,192091.5,545.752959991287,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"Rota",0.78,"Rota",0.000726392296830938,223748.1792,162.528953800828,237195,256122,0.8736,199775.16,145.115137322168,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"Rubella",0.79,"Rubella",0.000239765016884518,228665.7216,54.8260406003345,237195,256122,0.8928,202336.38,48.5131855670523,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,0,3,"YF",0.77,"YF",0.00352274080201518,197213.94,694.733593164174,237195,256122,0.77,197213.94,694.733593164174,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,2,3,"MCV2",0.44,"Measles",0.000973182311213126,110302.08,107.344033146015,237315,253568,0.435,111569.92,108.577872607464,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2019,9,3,"HPV",0.7,"HPV",0.017907038482764,42050.2123534048,752.994770820818,234213,121460,0.346206260113657,85022,1522.49222588156,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"BCG",0.82,"TB",0.00133181048771785,205148,273.218257934341,236870,256435,0.8,210276.7,280.0487143827,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"DTP3",0.68,"D",0.000104638613533165,192326.25,20.1247521460329,236870,256435,0.75,174375.8,18.2464419457365,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"DTP3",0.68,"P",0.0057115519269639,192326.25,1098.48136379324,236870,256435,0.75,174375.8,995.956436505872,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"DTP3",0.68,"T",0.000385107966736809,192326.25,74.0663710876152,236870,256435,0.75,174375.8,67.1535097861045,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"HepB",0.68,"HepB",0.00137994328929564,214482.234,295.973319481437,236870,256435,0.8364,174375.8,240.628715025559,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"Hib3",0.68,"Hib",0.00257882539905179,214482.234,553.112232684569,236870,256435,0.8364,174375.8,449.684742019975,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"MCV1",0.74,"Measles",0.00913049787670737,228893.881,2089.91509446181,236870,256435,0.8926,189761.9,1732.62062502996,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"PCV3",0.68,"PCV",0.00284110936710519,217764.602,618.693050566134,236870,256435,0.8492,174375.8,495.420718776461,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"Rota",0.74,"Rota",0.000726392296830938,224021.616,162.727576186018,236870,256435,0.8736,189761.9,137.841582392003,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"Rubella",0.74,"Rubella",0.000239765016884518,228945.168,54.8930420711488,236870,256435,0.8928,189761.9,45.4982651575382,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,0,3,"YF",0.72,"YF",0.00352274080201518,197454.95,695.582608924867,236870,256435,0.77,184633.2,650.414907046629,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,2,3,"MCV2",0.46,"Measles",0.000973182311213126,110302.515,107.34445648032,237237,253569,0.435,116641.74,113.513678117121,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2020,10,3,"HPV",0.24,"HPV",0.017907038482764,42761.5864940796,765.733374933525,233853,121380,0.352295159779862,29131.2,521.653519449095,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"BCG",0.78,"TB",0.00133181048771785,205580,273.793600065036,237991,256975,0.8,200440.5,266.94876006341,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"DTP3",0.7,"D",0.000104638613533165,192731.25,20.1671307845138,237991,256975,0.75,179882.5,18.8226553988796,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"DTP3",0.7,"P",0.0057115519269639,192731.25,1100.79454232366,237991,256975,0.75,179882.5,1027.40823950208,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"DTP3",0.7,"T",0.000385107966736809,192731.25,74.2223398141436,237991,256975,0.75,179882.5,69.2741838265341,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"HepB",0.7,"HepB",0.00137994328929564,214933.89,296.596579147707,237991,256975,0.8364,179882.5,248.227648736723,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"Hib3",0.7,"Hib",0.00257882539905179,214933.89,554.276974649004,237991,256975,0.8364,179882.5,463.885559844934,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"MCV1",0.75,"Measles",0.00913049787670737,229375.885,2094.31603096037,237991,256975,0.8926,192731.25,1759.73226890016,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"PCV3",0.7,"PCV",0.00284110936710519,218223.17,619.995892406388,237991,256975,0.8492,179882.5,511.065855728299,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"Rota",0.71,"Rota",0.000726392296830938,224493.36,163.070247393695,237991,256975,0.8736,182452.25,132.531908939473,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"Rubella",0.75,"Rubella",0.000239765016884518,229427.28,55.008635662969,237991,256975,0.8928,192731.25,46.2102114104243,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,0,3,"YF",0.71,"YF",0.00352274080201518,197870.75,697.047364550345,237991,256975,0.77,182452.25,642.731985494474,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,2,3,"MCV2",0.56,"Measles",0.000973182311213126,110351.67,107.392293256828,236625,253682,0.435,142061.92,138.252147640974,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BOL",2021,10,3,"HPV",0.36,"HPV",0.017907038482764,42981.0061956397,769.662531973237,234339,122009,0.3522773417997,43923.24,786.535148967679,"Bolivia (Plurinational State of)","PAHO","Lower middle income"
"BRA",2019,0,3,"BCG",0.79,"TB",0.000223155019974812,2319240.13,517.550077536536,2912645,2935747,0.79,2319240.13,517.550077536536,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"DTP3",0.7,"D",5.70220957179331e-05,2143095.31,122.203785899474,2912645,2935747,0.73,2055022.9,117.181712506344,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"DTP3",0.7,"P",0.0018476628399688,2143095.31,3959.71756679842,2912645,2935747,0.73,2055022.9,3796.98944761492,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"DTP3",0.7,"T",0.000217730416604574,2143095.31,466.617034669609,2912645,2935747,0.73,2055022.9,447.44099214894,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"HepB",0.72,"HepB",0.0113455190779169,2348597.6,26646.0588771498,2912645,2935747,0.8,2113737.84,23981.4529894349,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"HepB_BD",0.77,"HepB",0.0032381962773535,2289882.66,7415.08950518833,2912645,2935747,0.78,2260525.19,7320.02425512181,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"Hib3",0.72,"Hib",0.000624223481072127,2348597.6,1466.04976950964,2912645,2935747,0.8,2113737.84,1319.44479255868,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"MCV1",0.91,"Measles",0.00820342814230242,2671529.77,21915.7024982167,2912645,2935747,0.91,2671529.77,21915.7024982167,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"MCV2",0.54,"Measles",0.00114764735928989,1585303.38,1819.36923773034,2912645,2935747,0.54,1585303.38,1819.36923773034,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"PCV3",0.84,"PCV",0.000578530980033661,2466027.48,1426.67329479434,2912645,2935747,0.84,2466027.48,1426.67329479434,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"Rota",0.83,"Rota",0.000167092023658186,2436670.01,407.148122958112,2912645,2935747,0.83,2436670.01,407.148122958112,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"Rubella",0.91,"Rubella",0.00115454526065209,2671529.77,3084.40203464447,2912645,2935747,0.91,2671529.77,3084.40203464447,"Brazil","PAHO","Upper middle income"
"BRA",2019,0,3,"YF",0.6,"YF",0.00137533988544864,1761448.2,2422.58996561171,2912645,2935747,0.6,1761448.2,2422.58996561171,"Brazil","PAHO","Upper middle income"
"BRA",2019,9,3,"HPV",0.67,"HPV",0.00697645002177919,1013590.68,7071.26472156118,2934834,1468972,0.69,984211.24,6866.30052673332,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"BCG",0.67,"TB",0.000223155019974812,2254497.26,503.102381088459,2870920,2853794,0.79,1912041.98,426.681766239579,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"DTP3",0.77,"D",5.70220957179331e-05,2083269.62,118.792399677902,2870920,2853794,0.73,2197421.38,125.301572262993,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"DTP3",0.77,"P",0.0018476628399688,2083269.62,3849.17986250992,2870920,2853794,0.73,2197421.38,4060.09382757896,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"DTP3",0.77,"T",0.000217730416604574,2083269.62,453.591162262253,2870920,2853794,0.73,2197421.38,478.445472523198,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"HepB",0.77,"HepB",0.0113455190779169,2283035.2,25902.2194171558,2870920,2853794,0.8,2197421.38,24930.8861890125,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"HepB_BD",0.63,"HepB",0.0032381962773535,2225959.32,7208.09318356433,2870920,2853794,0.78,1797890.22,5821.92141749427,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"Hib3",0.77,"Hib",0.000624223481072127,2283035.2,1425.1241799542,2870920,2853794,0.8,2197421.38,1371.68202320592,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"MCV1",0.79,"Measles",0.00820342814230242,2596952.54,21303.9135508598,2870920,2853794,0.91,2254497.26,18494.6062694277,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"MCV2",0.44,"Measles",0.00114764735928989,1541048.76,1768.58053995096,2870920,2853794,0.54,1255669.36,1441.06562514523,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"PCV3",0.79,"PCV",0.000578530980033661,2397186.96,1386.84692129271,2870920,2853794,0.84,2254497.26,1304.296509311,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"Rota",0.76,"Rota",0.000167092023658186,2368649.02,395.782358087779,2870920,2853794,0.83,2168883.44,362.403123068328,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"Rubella",0.79,"Rubella",0.00115454526065209,2596952.54,2998.29924719541,2870920,2853794,0.91,2254497.26,2602.91912668612,"Brazil","PAHO","Upper middle income"
"BRA",2020,0,3,"YF",0.57,"YF",0.00137533988544864,1712276.4,2354.96202783241,2870920,2853794,0.6,1626662.58,2237.21392644079,"Brazil","PAHO","Upper middle income"
"BRA",2020,11,3,"HPV",0.71,"HPV",0.00697645002177919,649401.901839778,4530.51991223357,2945409,1473770,0.440639924709947,1046376.7,7299.99475150424,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"BCG",0.63,"TB",0.000223155019974812,2177451.72,485.909282070789,2822323,2756268,0.79,1736448.84,387.497275575439,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"DTP3",0.68,"D",5.70220957179331e-05,2012075.64,114.732769735801,2822323,2756268,0.73,1874262.24,106.874360849788,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"DTP3",0.68,"P",0.0018476628399688,2012075.64,3717.63739123444,2822323,2756268,0.73,1874262.24,3463.00469320468,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"DTP3",0.68,"T",0.000217730416604574,2012075.64,438.090067337115,2822323,2756268,0.73,1874262.24,408.083898341422,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"HepB",0.68,"HepB",0.0113455190779169,2205014.4,25017.0329422815,2822323,2756268,0.8,1874262.24,21264.4780009393,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"HepB_BD",0.62,"HepB",0.0032381962773535,2149889.04,6961.76268605109,2822323,2756268,0.78,1708886.16,5533.70880173292,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"Hib3",0.68,"Hib",0.000624223481072127,2205014.4,1376.42176458217,2822323,2756268,0.8,1874262.24,1169.95849989484,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"MCV1",0.73,"Measles",0.00820342814230242,2508203.88,20575.8702958241,2822323,2756268,0.91,2012075.64,16505.9179296172,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"MCV2",0.46,"Measles",0.00114764735928989,1488384.72,1708.14079351542,2822323,2756268,0.54,1267883.28,1455.0828981798,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"PCV3",0.69,"PCV",0.000578530980033661,2315265.12,1339.45259891135,2822323,2756268,0.84,1901824.92,1100.26463482004,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"Rota",0.69,"Rota",0.000167092023658186,2287702.44,382.25683022737,2822323,2756268,0.83,1901824.92,317.779774526368,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"Rubella",0.73,"Rubella",0.00115454526065209,2508203.88,2895.83490240318,2822323,2756268,0.91,2012075.64,2323.03239423552,"Brazil","PAHO","Upper middle income"
"BRA",2021,0,3,"YF",0.58,"YF",0.00137533988544864,1653760.8,2274.48318923145,2822323,2756268,0.6,1598635.44,2198.66708292374,"Brazil","PAHO","Upper middle income"
"BRA",2021,11,3,"HPV",0.67,"HPV",0.00697645002177919,646860.156340082,4512.78755178685,2938306,1468634,0.440450211788697,983984.78,6864.72063986139,"Brazil","PAHO","Upper middle income"
"BRB",2019,0,3,"DTP3",0.9,"D",6.22331813162043e-05,2718.9,0.169205796680628,3126,3021,0.9,2718.9,0.169205796680628,"Barbados","PAHO","High income"
"BRB",2019,0,3,"DTP3",0.9,"P",0.00180565914668172,2718.9,4.90940665391293,3126,3021,0.9,2718.9,4.90940665391293,"Barbados","PAHO","High income"
"BRB",2019,0,3,"DTP3",0.9,"T",0.000200661974061587,2718.9,0.545579841276049,3126,3021,0.9,2718.9,0.545579841276049,"Barbados","PAHO","High income"
"BRB",2019,0,3,"HepB",0.9,"HepB",0.0086424821293201,2718.9,23.4980446614084,3126,3021,0.9,2718.9,23.4980446614084,"Barbados","PAHO","High income"
"BRB",2019,0,3,"Hib3",0.9,"Hib",0.000429325597061716,2718.9,1.1672933658511,3126,3021,0.9,2718.9,1.1672933658511,"Barbados","PAHO","High income"
"BRB",2019,0,3,"MCV1",0.92,"Measles",0.00617459775678303,2779.32,17.1611830373822,3126,3021,0.92,2779.32,17.1611830373822,"Barbados","PAHO","High income"
"BRB",2019,0,3,"MCV2",0.77,"Measles",0.00105785128969128,2326.17,2.46074193454116,3126,3021,0.77,2326.17,2.46074193454116,"Barbados","PAHO","High income"
"BRB",2019,0,3,"PCV3",0.93,"PCV",0.000495351185836922,2809.53,1.39170401714441,3126,3021,0.93,2809.53,1.39170401714441,"Barbados","PAHO","High income"
"BRB",2019,0,3,"Rubella",0.92,"Rubella",0.0013796804297748,2779.32,3.8345734120817,3126,3021,0.92,2779.32,3.8345734120817,"Barbados","PAHO","High income"
"BRB",2019,9,3,"HPV",0.29,"HPV",0.00265226912489612,498.22,1.32141352340574,3339,1718,0.29,498.22,1.32141352340574,"Barbados","PAHO","High income"
"BRB",2020,0,3,"DTP3",0.85,"D",6.22331813162043e-05,2717.1,0.169093776954259,3151,3019,0.9,2566.15,0.159699678234578,"Barbados","PAHO","High income"
"BRB",2020,0,3,"DTP3",0.85,"P",0.00180565914668172,2717.1,4.9061564674489,3151,3019,0.9,2566.15,4.6335922192573,"Barbados","PAHO","High income"
"BRB",2020,0,3,"DTP3",0.85,"T",0.000200661974061587,2717.1,0.545218649722738,3151,3019,0.9,2566.15,0.514928724738142,"Barbados","PAHO","High income"
"BRB",2020,0,3,"HepB",0.85,"HepB",0.0086424821293201,2717.1,23.4824881935756,3151,3019,0.9,2566.15,22.1779055161548,"Barbados","PAHO","High income"
"BRB",2020,0,3,"Hib3",0.85,"Hib",0.000429325597061716,2717.1,1.16652057977639,3151,3019,0.9,2566.15,1.10171388089992,"Barbados","PAHO","High income"
"BRB",2020,0,3,"MCV1",0.89,"Measles",0.00617459775678303,2777.48,17.1498217775097,3151,3019,0.92,2686.91,16.5905884586779,"Barbados","PAHO","High income"
"BRB",2020,0,3,"MCV2",0.78,"Measles",0.00105785128969128,2324.63,2.45911284355504,3151,3019,0.77,2354.82,2.49104937399082,"Barbados","PAHO","High income"
"BRB",2020,0,3,"PCV3",0.86,"PCV",0.000495351185836922,2807.67,1.39078266393875,3151,3019,0.93,2596.34,1.28610009783583,"Barbados","PAHO","High income"
